Armenia,Albania,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armenia,Antigua and Barbuda,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armenia,Argentina,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armenia,Austria,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armenia,Bahamas,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armenia,Bangladesh,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armenia,Barbados,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armenia,Belarus,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armenia,Benin,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armenia,"Bolivia, Plurinational State of",FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armenia,Brazil,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armenia,Cambodia,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armenia,Cape Verde,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armenia,Comoros,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armenia,Djibouti,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armenia,Dominica,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armenia,Ecuador,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armenia,Georgia,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armenia,Guinea-Bissau,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armenia,Haiti,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armenia,Indonesia,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armenia,"Iran, Islamic Republic of",FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armenia,Jamaica,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armenia,Jordan,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armenia,Kazakhstan,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armenia,Kyrgyzstan,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armenia,Lao People's Democratic Republic,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armenia,Lebanon,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armenia,Macao,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armenia,Madagascar,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armenia,Malawi,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armenia,Malaysia,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armenia,Maldives,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
